HIP ID,aim_parent_company_id,aim_brand_company_id,isin,HIP_industry,aim_category,parent_name,brand_name,display_name,hip_rating_currently_unavailable,hip_score (reference),earth_score (reference),legal_judgments,lobbying,board_diversity,decision_making,metrics,ceo_comp_to_employee_comp,employee_access_to_stock_options,employee_access_to_retirement_plan,employee_pay_salary,employee_pay_hourly,job_safety,hrc_score,supplier_sourcing__social_impact,women_employees,women_managers,employee_satisfaction,employee_retention,third_party_certifications__workforce_related,customer_satisfaction,community_development_investment,board_racial_diversity,management_racial_diversity,overall_racial_diversity,product__service__impact_on_people_AIM CATEGORY,HIP_industry,aim_category,display_name,energy_efficiency,ghg_emissions_scope1&2,ghg_emissions_scope3,waste_production,water_usage,carbon_reductions,renewable_power_usage,supplier_sourcing__environmental_impact,third_party_certifications__environment,product__service__impact_on_planet_AIM CATEGORY,hip_reporting
247,384,385,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,ACME,Acme,n,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,58%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Acme,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
248,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,ALBERTSONS,Albertsons,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,70%,63%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Albertsons,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
249,0,0,US0130911037,"Food Retail,Wholesale",Grocery - Uncategorized,ALBERTSONS,AMIGOS,Amigos,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,70%,63%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery - Uncategorized,Amigos,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
250,0,0,US0130911037,"Food Retail,Wholesale","Grocery - Regional, Alaska",ALBERTSONS,CARRS,Carrs,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,0%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale","Grocery - Regional, Alaska",Carrs,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
251,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,JEWEL,Jewel,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,30%,58%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Jewel,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
252,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,LUCKY,Lucky,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,30%,58%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Lucky,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
253,0,0,US0130911037,"Food Retail,Wholesale",Grocery - Local,ALBERTSONS,MARKET STREET,Market Street,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,70%,63%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Market Street,0%,0%,0%,0%,0%,0%,0%,31%,4%,55%,1%
254,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,PAVILLIONS,Pavillions,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,0%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Pavillions,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
255,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,RANDALLS,Randalls,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,49%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Randalls,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
256,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,SAFEWAY,Safeway,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,93%,63%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Safeway,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
257,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,SHAWS,Shaws,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,67%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Shaws,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
258,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,STAR MARKET,Star Market,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,74%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Star Market,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
259,0,0,US0130911037,"Food Retail,Wholesale",Grocery - Local,ALBERTSONS,SUPER SAVER,Super Saver,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,70%,63%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Super Saver,0%,0%,0%,0%,0%,0%,0%,31%,4%,55%,1%
260,0,0,US0130911037,"Food Retail,Wholesale",Grocery - Local,ALBERTSONS,TOM THUMB,Tom Thumb,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,49%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Tom Thumb,0%,0%,0%,0%,0%,0%,0%,31%,4%,55%,1%
261,0,0,US0130911037,"Food Retail,Wholesale",Grocery - Local,ALBERTSONS,UNITED SUPERMARKETS,United Supermarkets,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,70%,63%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,United Supermarkets,0%,0%,0%,0%,0%,0%,0%,31%,4%,55%,1%
262,0,0,US0130911037,"Food Retail,Wholesale",Grocery,ALBERTSONS,VONS,Vons,x,16%,3%,0%,0%,0%,19%,1%,0%,0%,56%,0%,58%,2%,0%,70%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Vons,0%,0%,0%,0%,0%,0%,0%,31%,4%,50%,1%
264,0,0,CA01626P4033,"Food Retail,Wholesale",Gas Stations,ALIMENTATION COUCHE TARD MTPL.VTG.SHS.'A',CST BRANDS,Cst Brands,x,29%,44%,0%,0%,2%,19%,1%,0%,0%,0%,0%,0%,24%,0%,0%,83%,81%,32%,20%,0%,0%,20%,0%,0%,0%,25%,"Food Retail,Wholesale",Gas Stations,Cst Brands,55%,0%,0%,20%,35%,61%,10%,0%,0%,2%,35%
267,184,186,CA01626P4033,"Food Retail,Wholesale",Gas Stations,ALIMENTATION COUCHE TARD MTPL.VTG.SHS.'A' (used to be owned by CST Brands),CORNER STORE,Corner Store,n,29%,44%,0%,0%,2%,19%,1%,0%,0%,0%,0%,49%,24%,0%,0%,83%,81%,32%,20%,0%,0%,20%,0%,0%,0%,25%,"Food Retail,Wholesale",Gas Stations,Corner Store,55%,0%,0%,20%,35%,61%,10%,0%,0%,2%,35%
269,184,187,US01748X1028,Airlines,"Airlines - National, US",Allegiant Travel Co.,Allegiant Travel Co.,Allegiant Travel Company,n,31%,1%,0%,0%,43%,34%,9%,100%,89%,70%,83%,100%,6%,0%,0%,0%,0%,13%,20%,25%,76%,20%,0%,0%,0%,65%,Airlines,"Airlines - National, US",Allegiant Travel Company,0%,0%,0%,0%,0%,0%,0%,0%,4%,35%,0%
270,0,386,US0200021014,Prop. & Casualty Ins.,Insurance - Auto/Home,ALLSTATE,ALLSTATE,Allstate,n,62%,41%,0%,71%,62%,96%,11%,79%,79%,71%,37%,97%,10%,100%,70%,92%,85%,64%,44%,0%,90%,52%,13%,29%,41%,80%,Prop. & Casualty Ins.,Insurance - Auto/Home,Allstate,20%,82%,0%,30%,8%,83%,0%,100%,4%,70%,54%
271,296,297,US0200021014,Prop. & Casualty Ins.,Insurance - Auto/Home,ALLSTATE,ESURANCE,Esurance,n,62%,41%,0%,71%,62%,96%,11%,79%,79%,71%,63%,0%,10%,100%,70%,92%,85%,64%,44%,0%,90%,52%,13%,29%,41%,80%,Prop. & Casualty Ins.,Insurance - Auto/Home,Esurance,20%,82%,0%,30%,8%,83%,0%,100%,4%,70%,54%
272,296,298,US02005N1000,Consumer Finance,Financial Institution,ALLY FINANCIAL,ALLY FINANCIAL,Ally Financial,n,44%,35%,0%,0%,62%,34%,9%,96%,92%,80%,90%,100%,5%,100%,0%,100%,71%,50%,20%,0%,0%,32%,0%,0%,0%,50%,Consumer Finance,Financial Institution,Ally Financial,89%,0%,0%,78%,42%,0%,0%,0%,4%,50%,51%
273,0,489,US02079K3059,Internet,Home Furniture & Equipment,ALPHABET 'A',NEST,Nest,n,68%,58%,0%,95%,59%,44%,9%,57%,98%,89%,89%,0%,8%,0%,90%,72%,65%,100%,100%,0%,84%,40%,0%,48%,59%,65%,Internet,Home Furniture & Equipment,Nest,59%,63%,0%,30%,13%,65%,100%,100%,20%,35%,70%
275,284,286,US02079K3059,Internet,Video,ALPHABET 'A',YOUTUBE,YouTube,n,68%,58%,0%,95%,59%,44%,9%,57%,98%,89%,89%,0%,8%,0%,90%,72%,65%,100%,100%,0%,84%,40%,0%,48%,59%,70%,Internet,Video,YouTube,59%,63%,0%,30%,13%,65%,100%,100%,20%,70%,70%
276,284,287,US02079K3059,Internet,Online Service,ALPHABET 'A',ZAGAT,Zagat,n,68%,58%,0%,95%,59%,44%,9%,57%,98%,89%,89%,0%,8%,0%,90%,72%,65%,100%,100%,0%,84%,40%,0%,48%,59%,80%,Internet,Online Service,Zagat,59%,63%,0%,30%,13%,65%,100%,100%,20%,70%,70%
277,284,288,US0231351067,Broadline Retailers,Grocery,AMAZON.COM,AMAZON FRESH,Amazon Fresh,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,100%,100%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,70%,Broadline Retailers,Grocery,Amazon Fresh,10%,61%,0%,30%,3%,52%,30%,100%,4%,50%,35%
278,0,0,US0231351067,Broadline Retailers,Apparel,AMAZON.COM,Zappos,Zappos,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,62%,97%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,60%,Broadline Retailers,Apparel,Zappos,10%,61%,0%,30%,3%,52%,30%,100%,4%,25%,35%
279,67,70,US0231351067,Broadline Retailers,Online Service,AMAZON.COM,AMAZON MKTPLACE PMTS,Amazon,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,100%,100%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,80%,Broadline Retailers,Online Service,Amazon,10%,61%,0%,30%,3%,52%,30%,100%,4%,70%,35%
280,0,0,US0231351067,Broadline Retailers,E-Books,AMAZON.COM,AMAZON KINDLE,Amazon Kindle,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,100%,100%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,95%,Broadline Retailers,E-Books,Amazon Kindle,10%,61%,0%,30%,3%,52%,30%,100%,4%,45%,35%
281,67,72,US0231351067,Broadline Retailers,Audio Books,AMAZON.COM,Audible,Audible,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,62%,0%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,95%,Broadline Retailers,Audio Books,Audible,10%,61%,0%,30%,3%,52%,30%,100%,4%,80%,35%
282,67,73,US0231351067,Broadline Retailers,Books,AMAZON.COM,Book Depository,Book Depository,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,100%,100%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,95%,Broadline Retailers,Books,Book Depository,10%,61%,0%,30%,3%,52%,30%,100%,4%,40%,35%
284,67,74,US0231351067,Broadline Retailers,Music & Podcasts,AMAZON.COM,AMAZON PRIME MUSIC,Amazon Prime Music,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,62%,100%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,85%,Broadline Retailers,Music & Podcasts,Amazon Prime Music,10%,61%,0%,30%,3%,52%,30%,100%,4%,70%,35%
285,0,0,US0231351067,Broadline Retailers,Video,AMAZON.COM,AMAZON PRIME VIDEO,Amazon Prime Video,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,100%,100%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,70%,Broadline Retailers,Video,Amazon Prime Video,10%,61%,0%,30%,3%,52%,30%,100%,4%,70%,35%
286,0,0,US0231351067,Broadline Retailers,Online Retail,AMAZON.COM,Woot.com,Woot.com,n,49%,27%,0%,53%,67%,44%,21%,56%,89%,64%,62%,0%,10%,100%,90%,91%,67%,6%,20%,0%,68%,20%,0%,0%,0%,80%,Broadline Retailers,Online Retail,Woot.com,10%,61%,0%,30%,3%,52%,30%,100%,4%,60%,35%
288,67,77,US0235861004,Spec.Consumer Service,Truck/Utility Trailer Rentals,AMERCO,UHAUL,U-Haul,n,32%,1%,0%,0%,5%,34%,9%,90%,0%,52%,39%,58%,5%,0%,0%,0%,0%,13%,20%,0%,0%,0%,0%,0%,0%,75%,Spec.Consumer Service,Truck/Utility Trailer Rentals,U-Haul,0%,0%,0%,0%,0%,0%,0%,0%,4%,45%,0%
289,621,622,US03062T1051,Automobiles,Car Sellers,America's Car-Mart,America's Car-Mart,America's Car Mart,n,23%,1%,0%,0%,7%,34%,11%,0%,85%,47%,0%,0%,6%,0%,0%,97%,82%,13%,20%,25%,0%,20%,0%,0%,0%,45%,Automobiles,Car Sellers,America's Car Mart,0%,0%,0%,0%,0%,0%,0%,0%,4%,25%,9%
290,0,0,US02376R1023,Airlines,"Airlines - National, US",AMERICAN AIRLINES GROUP,AMERICAN AIRLINES,American Airlines,x,50%,36%,69%,0%,46%,89%,12%,87%,5%,78%,56%,100%,28%,100%,90%,85%,89%,19%,46%,25%,66%,59%,0%,0%,42%,65%,Airlines,"Airlines - National, US",American Airlines,39%,37%,0%,20%,56%,55%,53%,69%,20%,35%,73%
291,387,388,US02553E1064,Apparel Retailers,Apparel,American Eagle Outfitters,American Eagle Outfitters,American Eagle Outfitters,n,31%,6%,0%,0%,43%,34%,12%,80%,79%,63%,31%,49%,7%,100%,70%,0%,0%,14%,20%,0%,0%,20%,0%,0%,0%,60%,Apparel Retailers,Apparel,American Eagle Outfitters,3%,0%,0%,20%,8%,2%,10%,69%,4%,25%,6%
292,0,412,US0255371017,Con. Electricity,Utilities,American Electric Power Co.,American Electric Power Co.,American Electric Power Co.,n,57%,53%,0%,39%,63%,94%,22%,89%,5%,82%,75%,0%,71%,100%,10%,52%,47%,28%,81%,25%,82%,88%,0%,14%,20%,65%,Con. Electricity,Utilities,American Electric Power Co.,13%,26%,0%,30%,23%,41%,92%,69%,4%,25%,82%
293,0,482,US0258161092,Consumer Finance,Financial Services,AMERICAN EXPRESS,AMERICAN EXPRESS,American Express,n,61%,72%,0%,75%,49%,63%,39%,85%,90%,83%,93%,100%,8%,100%,60%,97%,99%,87%,20%,25%,0%,79%,28%,43%,50%,50%,Consumer Finance,Financial Services,American Express,82%,80%,0%,63%,59%,79%,100%,100%,60%,50%,88%
294,0,490,US00183L1026,Specialty Retailers,Online Service,ANGI HOMESERVICES,Angie's List,Angie's List,n,34%,3%,0%,0%,85%,33%,9%,84%,95%,70%,32%,94%,4%,0%,90%,0%,0%,13%,20%,0%,0%,0%,0%,0%,0%,80%,Specialty Retailers,Online Service,Angie's List,0%,0%,0%,0%,0%,0%,0%,69%,4%,70%,3%
295,0,0,US0367521038,Healthcare Providers,Insurance - Health & Life,ANTHEM,ANTHEM,Anthem,n,65%,72%,80%,71%,67%,85%,9%,83%,86%,0%,50%,94%,54%,100%,90%,58%,77%,71%,80%,0%,85%,59%,44%,32%,54%,80%,Healthcare Providers,Insurance - Health & Life,Anthem,13%,90%,0%,74%,54%,84%,10%,100%,4%,70%,79%
297,0,539,US92343V1044,Fixed Line Telecom.,Movie Theater,AOL (Verizon),MOVIEFONE,Moviefone,n,66%,52%,0%,0%,73%,97%,65%,82%,91%,81%,68%,100%,40%,100%,0%,74%,69%,71%,20%,0%,82%,49%,0%,0%,53%,80%,Fixed Line Telecom.,Movie Theater,Moviefone,20%,64%,82%,30%,10%,72%,73%,0%,0%,50%,71%
300,507,508,US0378331005,Computer Hardware,Electronics - Accessories,APPLE,BEATS ELECTRONICS,Beats Electronics,n,63%,71%,0%,100%,58%,89%,27%,83%,97%,77%,96%,100%,13%,100%,50%,74%,70%,0%,20%,0%,68%,54%,0%,41%,56%,75%,Computer Hardware,Electronics - Accessories,Beats Electronics,87%,80%,0%,94%,61%,79%,49%,100%,20%,45%,96%
301,0,0,US0378331005,Computer Hardware,Music & Podcasts,APPLE,ITUNES,Itunes,n,63%,71%,0%,100%,58%,89%,27%,83%,97%,77%,96%,100%,13%,100%,50%,74%,70%,0%,20%,0%,68%,54%,0%,41%,56%,85%,Computer Hardware,Music & Podcasts,Itunes,87%,80%,0%,94%,61%,79%,49%,100%,20%,70%,96%
303,135,138,US0434361046,Automobiles,Auto Parts,Asbury Automotive Group,Asbury Automotive Group,Asbury Automotive Group,n,34%,1%,100%,0%,49%,34%,9%,94%,82%,55%,74%,0%,5%,0%,0%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,45%,Automobiles,Auto Parts,Asbury Automotive Group,0%,0%,0%,0%,0%,0%,0%,0%,4%,25%,0%
304,0,0,US04351G2003,Apparel Retailers,Apparel,Ascena Retail Group,ANN TAYLOR,Ann Taylor,n,39%,37%,0%,0%,95%,34%,21%,0%,78%,58%,44%,58%,5%,100%,90%,28%,0%,13%,20%,0%,0%,20%,0%,0%,44%,60%,Apparel Retailers,Apparel,Ann Taylor,47%,56%,0%,20%,0%,54%,10%,100%,4%,25%,43%
305,0,0,US04351G2003,Apparel Retailers,Apparel,Ascena Retail Group,Catherines,Catherines,n,39%,37%,0%,0%,95%,34%,21%,0%,78%,58%,44%,58%,5%,100%,90%,28%,0%,13%,20%,0%,0%,20%,0%,0%,44%,60%,Apparel Retailers,Apparel,Catherines,47%,56%,0%,20%,0%,54%,10%,100%,4%,25%,43%
306,0,0,US04351G2003,Apparel Retailers,Apparel,Ascena Retail Group,DressBarn,Dress Barn,n,39%,37%,0%,0%,95%,34%,21%,0%,78%,58%,44%,58%,5%,100%,90%,28%,0%,13%,20%,0%,0%,20%,0%,0%,44%,60%,Apparel Retailers,Apparel,Dress Barn,47%,56%,0%,20%,0%,54%,10%,100%,4%,25%,43%
307,0,0,US04351G2003,Apparel Retailers,Apparel,Ascena Retail Group,Lane Bryant,Lane Bryant,n,39%,37%,0%,0%,95%,34%,21%,0%,78%,58%,44%,58%,5%,100%,90%,28%,0%,13%,20%,0%,0%,20%,0%,0%,44%,60%,Apparel Retailers,Apparel,Lane Bryant,47%,56%,0%,20%,0%,54%,10%,100%,4%,25%,43%
308,0,0,US04351G2003,Apparel Retailers,Apparel,Ascena Retail Group,LOFT,Loft,n,39%,37%,0%,0%,95%,34%,21%,0%,78%,58%,44%,58%,5%,100%,90%,28%,0%,13%,20%,0%,0%,20%,0%,0%,44%,60%,Apparel Retailers,Apparel,Loft,47%,56%,0%,20%,0%,54%,10%,100%,4%,25%,43%
309,0,0,US04351G2003,Apparel Retailers,Apparel,Ascena Retail Group,Maurices,Maurices,n,39%,37%,0%,0%,95%,34%,21%,0%,78%,58%,44%,58%,5%,100%,90%,28%,0%,13%,20%,0%,0%,20%,0%,0%,44%,60%,Apparel Retailers,Apparel,Maurices,47%,56%,0%,20%,0%,54%,10%,100%,4%,25%,43%
310,0,0,US04621X1081,Life Insurance,Insurance,ASSURANT,ASSURANT,Assurant,n,60%,60%,0%,0%,73%,85%,9%,86%,86%,72%,75%,100%,8%,95%,70%,84%,76%,28%,20%,25%,0%,65%,0%,34%,57%,80%,Life Insurance,Insurance,Assurant,84%,85%,0%,30%,3%,73%,19%,100%,20%,70%,47%
312,0,566,US00206R1023,Fixed Line Telecom.,Wireless - US,AT&T,CRICKET WIRELESS,Cricket Wireless,n,66%,56%,0%,53%,73%,99%,55%,75%,85%,78%,37%,58%,39%,0%,90%,74%,79%,70%,67%,25%,75%,83%,0%,43%,50%,95%,Fixed Line Telecom.,Wireless - US,Cricket Wireless,63%,59%,0%,73%,55%,71%,45%,100%,40%,55%,100%
313,158,160,US05275N2053,Spec.Consumer Service,Car Sellers,Autobytel,Autobytel,Autobytel,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,77%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,Spec.Consumer Service,Car Sellers,Autobytel,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%
314,0,0,US05329W1027,Specialty Retailers,Auto Parts,AutoNation,AutoNation,AutoNation,x,37%,5%,100%,0%,49%,44%,9%,85%,81%,58%,67%,0%,8%,10%,60%,0%,0%,16%,20%,0%,0%,20%,0%,0%,0%,45%,Specialty Retailers,Auto Parts,AutoNation,10%,0%,0%,30%,0%,0%,0%,15%,4%,25%,1%
316,0,656,US0537741052,Travel & Tourism,Car Rental,AVIS BUDGET GROUP,AVIS BUDGET GROUP,Avis Budget Group,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,47%,71%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,70%,Travel & Tourism,Car Rental,Avis Budget Group,10%,39%,0%,30%,8%,41%,0%,69%,20%,40%,32%
317,0,0,US0537741052,Travel & Tourism,Car Rental,AVIS BUDGET GROUP,AVIS RENT-A-CAR,Avis Rent a Car,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,47%,71%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,70%,Travel & Tourism,Car Rental,Avis Rent a Car,10%,39%,0%,30%,8%,41%,0%,69%,20%,40%,32%
318,0,0,US0537741052,Travel & Tourism,Car Rental,AVIS BUDGET GROUP,BUDGET RENT-A-CAR RENTAL,Budget Rent a Car,n,48%,28%,0%,0%,44%,89%,21%,0%,80%,63%,47%,71%,54%,95%,70%,0%,74%,30%,20%,0%,0%,40%,0%,0%,0%,70%,Travel & Tourism,Car Rental,Budget Rent a Car,10%,39%,0%,30%,8%,41%,0%,69%,20%,40%,32%
322,0,0,US0543031027,Personal Products,Cosmetics,AVON PRODUCTS,AVON,AVON,n,52%,41%,0%,0%,95%,100%,28%,97%,82%,75%,86%,0%,77%,100%,100%,70%,79%,28%,20%,25%,0%,20%,0%,0%,0%,75%,Personal Products,Cosmetics,AVON,13%,67%,0%,20%,61%,82%,10%,100%,4%,30%,59%
325,588,589,US0677741094,Specialty Retailers,Books,BARNES & NOBLE,BARNESNOBLE,Barnes & Noble,n,26%,3%,0%,0%,49%,34%,9%,0%,28%,62%,57%,58%,5%,100%,70%,0%,0%,13%,20%,0%,86%,0%,0%,0%,0%,95%,Specialty Retailers,Books,Barnes & Noble,0%,0%,0%,0%,0%,0%,0%,69%,4%,40%,3%
326,649,650,US0736851090,Home Improvement Ret.,Home Improvement - Speciality,BEACON ROOFING SUPPLY,BEACON ROOFING SUPPLY,Beacon Roofing Supply,n,27%,3%,0%,100%,7%,34%,9%,0%,85%,0%,0%,0%,7%,0%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,65%,Home Improvement Ret.,Home Improvement - Speciality,Beacon Roofing Supply,3%,0%,0%,20%,3%,2%,0%,100%,4%,35%,1%
327,0,544,US0755711092,Apparel Retailers,Apparel,Bebe Stores,Bebe Stores,Bebe Stores,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,54%,54%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,Apparel Retailers,Apparel,Bebe Stores,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%
329,0,0,US0846701086,Aerospace,Airlines,BERKSHIRE HATHAWAY 'A',NET JETS,NetJets,x,28%,2%,0%,0%,56%,44%,9%,0%,0%,0%,64%,0%,7%,20%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,65%,Aerospace,Airlines,NetJets,3%,0%,0%,20%,3%,0%,0%,77%,20%,35%,1%
330,1,2,US0846701086,Multiutilities,Utilities,BERKSHIRE HATHAWAY 'A',MIDAMERICAN ENERGY,MidAmerican Energy,n,28%,2%,0%,0%,56%,44%,9%,0%,0%,0%,0%,0%,7%,20%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,65%,Multiutilities,Utilities,MidAmerican Energy,3%,0%,0%,20%,3%,0%,0%,77%,20%,25%,1%
331,1,14,US0846701086,Multiutilities,Utilities,BERKSHIRE HATHAWAY 'A',PACIFIC POWER,Pacific Power,n,28%,2%,0%,0%,56%,44%,9%,0%,0%,0%,0%,0%,7%,20%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,65%,Multiutilities,Utilities,Pacific Power,3%,0%,0%,20%,3%,0%,0%,77%,20%,25%,1%
332,1,15,US0846701086,Specialty Retailers,Confectionery Stores,BERKSHIRE HATHAWAY 'A',SEE'S CANDIES,See's Candies,n,28%,2%,0%,0%,56%,44%,9%,0%,0%,0%,0%,74%,7%,20%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,45%,Specialty Retailers,Confectionery Stores,See's Candies,3%,0%,0%,20%,3%,0%,0%,77%,20%,35%,1%
333,1,20,US0846701086,Apparel Retailers,Apparel - Footwear,BERKSHIRE HATHAWAY 'A',CHIPPEWA BOOTS,Chippewa Boots,n,28%,2%,0%,0%,56%,44%,9%,0%,0%,0%,0%,74%,7%,20%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,60%,Apparel Retailers,Apparel - Footwear,Chippewa Boots,3%,0%,0%,20%,3%,0%,0%,77%,20%,30%,1%
334,1,3,US0846701086,Apparel Retailers,Apparel - Footwear,BERKSHIRE HATHAWAY 'A',DOUBLE-H BOOTS,Double-H Boots,n,28%,2%,0%,0%,56%,44%,9%,0%,0%,0%,0%,74%,7%,20%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,60%,Apparel Retailers,Apparel - Footwear,Double-H Boots,3%,0%,0%,20%,3%,0%,0%,77%,20%,30%,1%
335,1,4,US0846701086,Furnishings,Home Furniture & Equipment,BERKSHIRE HATHAWAY 'A',JORDAN'S FURNITURE,Jordan's Furniture,n,28%,2%,0%,0%,56%,44%,9%,0%,0%,0%,0%,0%,7%,20%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,65%,Furnishings,Home Furniture & Equipment,Jordan's Furniture,3%,0%,0%,20%,3%,0%,0%,77%,20%,35%,1%
